Class	Sentence	pos_tags
ClauseAnaph	If  I'm  convinced  he  did  it,  it  doesn't  matter  a  jot  to  me  how  he  did  it. 	If/IN I/PRP 'm/VBP convinced/JJ he/PRP did/VBD it/PRP ,/, it/PRP does/VBZ n't/RB matter/VB a/DT jot/NN to/TO me/PRP how/WRB he/PRP did/VBD it/PRP ./.
ClauseAnaph	If  you  are  convinced  he  did  it,  said  Poirot  quietly. 	If/IN you/PRP are/VBP convinced/VBN he/PRP did/VBD it/PRP ,/, said/VBD Poirot/NNP quietly/RB ./.
NomAnaph	He  repeated  it  to  me,  and  there  is  a  sentence  of  yours  that  has  impressed  me  very  much. 	He/PRP repeated/VBD it/PRP to/TO me/PRP ,/, and/CC there/EX is/VBZ a/DT sentence/NN of/IN yours/NN that/WDT has/VBZ impressed/VBN me/PRP very/RB much/RB ./.
ClauseAnaph	I  believe  it  too. 	I/PRP believe/VBP it/PRP too/RB ./.
ClauseAnaph	I  suppose  you  think  it  nonsense? 	I/PRP suppose/VBP you/PRP think/VBP it/PRP nonsense/VBZ ?/.
NomAnaph	You  believe  him  capable  of  committing  it. 	You/PRP believe/VBP him/PRP capable/JJ of/IN committing/VBG it/PRP ./.
NomAnaph	But  your  instinct  tells  you  he  did  not  commit  it. 	But/CC your/PRP$ instinct/JJ tells/NNS you/PRP he/PRP did/VBD not/RB commit/VB it/PRP ./.
NomAnaph	It  tells  you  more...shall  I  go  on? 	It/PRP tells/VBZ you/PRP more/JJR .../: shall/MD I/PRP go/VB on/IN ?/.
ClauseAnaph	Oh,  don't  say  it! 	Oh/UH ,/, do/VBP n't/RB say/VB it/PRP !/.
ClauseAnaph	It  isn't  true! 	It/PRP is/VBZ n't/RB true/JJ !/.
ClauseAnaph	It  can't  be  true. 	It/PRP ca/MD n't/RB be/VB true/JJ ./.
ClauseAnaph	I  won't  admit  it,  even  to  myself. 	I/PRP wo/MD n't/RB admit/VB it/PRP ,/, even/RB to/TO myself/PRP ./.
NomAnaph	Let  the  cost  be  what  it  may. 	Let/VB the/DT cost/NN be/VB what/WP it/PRP may/MD ./.
NomAnaph	It  can  neither  be  explained  nor  ignored. 	It/PRP can/MD neither/RB be/VB explained/VBN nor/CC ignored/VBN ./.
NomAnaph	The  remark  seemed  so  utterly  irrelevant  that  I  did  not  even  take  the  trouble  to  answer  it. 	The/DT remark/NN seemed/VBD so/RB utterly/JJ irrelevant/NN that/IN I/PRP did/VBD not/RB even/RB take/VB the/DT trouble/NN to/TO answer/VB it/PRP ./.
NomAnaph	Otherwise,  Poirot  himself  might  relieve  me  of  it. 	Otherwise/RB ,/, Poirot/NNP himself/PRP might/MD relieve/VB me/PRP of/IN it/PRP ./.
NomAnaph	A  really  perfect  bit  of  old  china...it's  pure  delight  to  handle  it,  or  even  to  look  at  it. 	A/DT really/RB perfect/JJ bit/NN of/IN old/JJ china/NN .../: it/PRP 's/VBZ pure/JJ delight/NN to/TO handle/VB it/PRP ,/, or/CC even/RB to/TO look/VB at/IN it/PRP ./.
NomAnaph	A  really  perfect  bit  of  old  china...it's  pure  delight  to  handle  it,  or  even  to  look  at  it. 	A/DT really/RB perfect/JJ bit/NN of/IN old/JJ china/NN .../: it/PRP 's/VBZ pure/JJ delight/NN to/TO handle/VB it/PRP ,/, or/CC even/RB to/TO look/VB at/IN it/PRP ./.
NomAnaph	Say  it  over  again,  will  you? 	Say/VB it/PRP over/RP again/RB ,/, will/MD you/PRP ?/.
NomAnaph	What  I  want  to  ask  is  this:  the  door  leading  into  Mr.s.  Inglethorp's  room  from  that  of  Mademoiselle  Cynthia,  it  was  bolted,  you  say? 	What/WP I/PRP want/VBP to/TO ask/VB is/VBZ this/DT :/: the/DT door/NN leading/VBG into/IN Mr.s/NNP ./. Inglethorp/NNP 's/POS room/NN from/IN that/DT of/IN Mademoiselle/NNP Cynthia/NNP ,/, it/PRP was/VBD bolted/VBN ,/, you/PRP say/VBP ?/.
NomAnaph	Certainly  it  was  bolted,  replied  Mary  Cavendish,  rather  surprised. I 	Certainly/RB it/PRP was/VBD bolted/VBN ,/, replied/VBD Mary/NNP Cavendish/NNP ,/, rather/RB surprised/JJ ./. I/PRP
NomAnaph	I  mean,  explained  Poirot,  you  are  sure  it  was  bolted,  and  not  merely  locked? 	I/PRP mean/VBP ,/, explained/VBD Poirot/NNP ,/, you/PRP are/VBP sure/JJ it/PRP was/VBD bolted/VBN ,/, and/CC not/RB merely/RB locked/VBN ?/.
NomAnaph	I  said  bolted,  meaning  that  it  was  fastened,  and  I  could  not  open  it,  but  I  believe  all  the  doors  were  found  bolted  on  the  inside. 	I/PRP said/VBD bolted/VBN ,/, meaning/VBG that/IN it/PRP was/VBD fastened/VBN ,/, and/CC I/PRP could/MD not/RB open/VB it/PRP ,/, but/CC I/PRP believe/VBP all/PDT the/DT doors/NNS were/VBD found/VBN bolted/VBN on/IN the/DT inside/NN ./.
NomAnaph	I  said  bolted,  meaning  that  it  was  fastened,  and  I  could  not  open  it,  but  I  believe  all  the  doors  were  found  bolted  on  the  inside. 	I/PRP said/VBD bolted/VBN ,/, meaning/VBG that/IN it/PRP was/VBD fastened/VBN ,/, and/CC I/PRP could/MD not/RB open/VB it/PRP ,/, but/CC I/PRP believe/VBP all/PDT the/DT doors/NNS were/VBD found/VBN bolted/VBN on/IN the/DT inside/NN ./.
NomAnaph	I...I  believe  it  was. 	I/PRP .../: I/PRP believe/VBP it/PRP was/VBD ./.
NomAnaph	But  you  did  not  see  it? 	But/CC you/PRP did/VBD not/RB see/VB it/PRP ?/.
NomAnaph	I  happened  to  notice  that  it  was  bolted. 	I/PRP happened/VBD to/TO notice/VB that/IN it/PRP was/VBD bolted/VBN ./.
NomAnaph	Do  you  think  she  would  show  it  to  me? 	Do/VBP you/PRP think/VB she/PRP would/MD show/VB it/PRP to/TO me/PRP ?/.
NomAnaph	It's  an  interesting  little  place. 	It/PRP 's/VBZ an/DT interesting/JJ little/JJ place/NN ./.
ClauseAnaph	After  all,  it  is  very  responsible  work. 	After/IN all/DT ,/, it/PRP is/VBZ very/RB responsible/JJ work/NN ./.
NomAnaph	It  is  near  the  window,  this  cupboard? 	It/PRP is/VBZ near/IN the/DT window/NN ,/, this/DT cupboard/NN ?/.
NomAnaph	I  thought  about  the  crime,  and  it  struck  me  as  being  very  unreal  and  far  off. 	I/PRP thought/VBD about/IN the/DT crime/NN ,/, and/CC it/PRP struck/VBD me/PRP as/IN being/VBG very/RB unreal/JJ and/CC far/RB off/RB ./.
NomAnaph	Probably,  I  thought,  it  really  never  happened. 	Probably/RB ,/, I/PRP thought/VBD ,/, it/PRP really/RB never/RB happened/VBN ./.
NomAnaph	Of  course,  it  was  all  a  bad  dream. 	Of/IN course/NN ,/, it/PRP was/VBD all/PDT a/DT bad/JJ dream/NN ./.
NomAnaph	It  leavens  the ...she  looked  at  him... stolid  stupidity  of  the  ordinary  Englishman. 	It/PRP leavens/VBZ the/DT .../: she/PRP looked/VBD at/IN him/PRP .../: stolid/JJ stupidity/NN of/IN the/DT ordinary/JJ Englishman/NNP ./.
NomAnaph	She  hesitated,  and  suddenly  there  swept  across  her  face  a  strange  expression,  old  as  the  hills,  yet  with  something  eternally  young  about  it. 	She/PRP hesitated/VBD ,/, and/CC suddenly/RB there/EX swept/JJ across/IN her/PRP$ face/NN a/DT strange/JJ expression/NN ,/, old/JJ as/IN the/DT hills/NNS ,/, yet/RB with/IN something/NN eternally/RB young/JJ about/IN it/PRP ./.
ClauseAnaph	Pretty  thick,  isn't  it? 	Pretty/NNP thick/NN ,/, is/VBZ n't/RB it/PRP ?/.
ClauseAnaph	It  can't  last  for  ever. 	It/PRP ca/MD n't/RB last/JJ for/IN ever/RB ./.
ClauseAnaph	Can't  it,  though? 	Ca/MD n't/RB it/PRP ,/, though/IN ?/.
ClauseAnaph	It  can  last  long  enough  for  us  never  to  be  able  to  hold  up  our  heads  again. 	It/PRP can/MD last/JJ long/JJ enough/RB for/IN us/PRP never/RB to/TO be/VB able/JJ to/TO hold/VB up/RP our/PRP$ heads/NNS again/RB ./.
ClauseAnaph	John  lowered  his  voice:  Have  you  ever  thought,  Hastings...it's  a  nightmare  to  me...who  did  it? 	John/NNP lowered/VBD his/PRP$ voice/NN :/: Have/VBP you/PRP ever/RB thought/VBD ,/, Hastings/NNS .../: it/PRP 's/VBZ a/DT nightmare/NN to/TO me/PRP .../: who/WP did/VBD it/PRP ?/.
ClauseAnaph	Because...because...who  could  have  done  it? 	Because/IN .../: because/IN .../: who/WP could/MD have/VB done/VBN it/PRP ?/.
NomAnaph	Rapidly,  I  considered  it. 	Rapidly/RB ,/, I/PRP considered/VBD it/PRP ./.
ClauseAnaph	It  would  have  been  very  risky. 	It/PRP would/MD have/VB been/VBN very/RB risky/JJ ./.
ClauseAnaph	Yes,  but  it  was  possible. 	Yes/UH ,/, but/CC it/PRP was/VBD possible/JJ ./.
NomAnaph	But,  look  here,  Bauerstein  had  had  it  analysed  already? 	But/CC ,/, look/VBP here/RB ,/, Bauerstein/NNP had/VBD had/VBN it/PRP analysed/VBD already/RB ?/.
NomAnaph	Bauerstein  had  it  analysed...that's  just  it! 	Bauerstein/NNP had/VBD it/PRP analysed/VBD .../: that/DT 's/VBZ just/RB it/PRP !/.
NomAnaph	No,  it  wasn't,  I  admitted  reluctantly. 	No/DT ,/, it/PRP was/VBD n't/RB ,/, I/PRP admitted/VBD reluctantly/RB ./.
NomAnaph	I  hoped  and  prayed  it  would  not  occur  to  John  also. 	I/PRP hoped/VBD and/CC prayed/VBD it/PRP would/MD not/RB occur/VB to/TO John/NNP also/RB ./.
ClauseAnaph	The  whole  thing  would  have  come  out,  then,  and  he  would  have  been  in  an  awkward  position,  for  no  one  would  have  believed  that  a  man  of  his  reputation  could  have  been  deceived  into  calling  it  heart  disease. 	The/DT whole/JJ thing/NN would/MD have/VB come/VBN out/RP ,/, then/RB ,/, and/CC he/PRP would/MD have/VB been/VBN in/IN an/DT awkward/JJ position/NN ,/, for/IN no/DT one/NN would/MD have/VB believed/VBN that/IN a/DT man/NN of/IN his/PRP$ reputation/NN could/MD have/VB been/VBN deceived/VBN into/IN calling/VBG it/PRP heart/NN disease/NN ./.
NomAnaph	Voices  rose  near  at  hand,  for  tea  was  spread  out  under  the  sycamore-tree,  as  it  had  been  on  the  day  of  my  arrival. 	Voices/NNS rose/VBD near/IN at/IN hand/NN ,/, for/IN tea/NN was/VBD spread/VBN out/RP under/IN the/DT sycamore-tree/JJ ,/, as/IN it/PRP had/VBD been/VBN on/IN the/DT day/NN of/IN my/PRP$ arrival/NN ./.
NomAnaph	I'd  love  him  to  see  it. 	I/PRP 'd/MD love/VB him/PRP to/TO see/VB it/PRP ./.
NomAnaph	He  made  me  take  the  brooch  out  of  my  tie  the  other  day,  and  put  it  in  again,  because  he  said  it  wasn't  straight. 	He/PRP made/VBD me/PRP take/VB the/DT brooch/NN out/IN of/IN my/PRP$ tie/NN the/DT other/JJ day/NN ,/, and/CC put/VBD it/PRP in/IN again/RB ,/, because/IN he/PRP said/VBD it/PRP was/VBD n't/RB straight/JJ ./.
NomAnaph	He  made  me  take  the  brooch  out  of  my  tie  the  other  day,  and  put  it  in  again,  because  he  said  it  wasn't  straight. 	He/PRP made/VBD me/PRP take/VB the/DT brooch/NN out/IN of/IN my/PRP$ tie/NN the/DT other/JJ day/NN ,/, and/CC put/VBD it/PRP in/IN again/RB ,/, because/IN he/PRP said/VBD it/PRP was/VBD n't/RB straight/JJ ./.
NomAnaph	An  old  woman  came  and  opened  it. 	An/DT old/JJ woman/NN came/VBD and/CC opened/VBD it/PRP ./.
NomAnaph	Had  he  not,  in  all  probability,  been  the  cause  of  it? 	Had/VBD he/PRP not/RB ,/, in/IN all/DT probability/NN ,/, been/VBN the/DT cause/NN of/IN it/PRP ?/.
ClauseAnaph	She  could  not  be  implicated...otherwise  I  should  have  heard  some  hint  of  it. 	She/PRP could/MD not/RB be/VB implicated/VBN .../: otherwise/RB I/PRP should/MD have/VB heard/VBN some/DT hint/NN of/IN it/PRP ./.
ClauseAnaph	Still,  I  shrank  from  blurting  blurting  it  out. 	Still/RB ,/, I/PRP shrank/VBP from/IN blurting/VBG blurting/VBG it/PRP out/RP ./.
ClauseAnaph	I  would  never  have  dreamt  of  suspecting  the  the  doctor,  had  not  Poirot  put  it  into  my  head. 	I/PRP would/MD never/RB have/VB dreamt/NN of/IN suspecting/VBG the/DT the/DT doctor/NN ,/, had/VBD not/RB Poirot/NNP put/VBD it/PRP into/IN my/PRP$ head/NN ./.
ClauseAnaph	It  worried  me  just  a  little,  for  it  suggested  the  possibility  that  there  might  be  further  arrests  to  come. 	It/PRP worried/VBD me/PRP just/RB a/DT little/JJ ,/, for/IN it/PRP suggested/VBD the/DT possibility/NN that/IN there/EX might/MD be/VB further/JJ arrests/NNS to/TO come/VB ./.
ClauseAnaph	Did  you  not  know  it? 	Did/NNP you/PRP not/RB know/VB it/PRP ?/.
ClauseAnaph	But,  pausing  a  moment,  he  added:  Still,  it  does  not  surprise  me. 	But/CC ,/, pausing/VBG a/DT moment/NN ,/, he/PRP added/VBD :/: Still/RB ,/, it/PRP does/VBZ not/RB surprise/VB me/PRP ./.
ClauseAnaph	What  has  that  got  to  do  with  it? 	What/WP has/VBZ that/DT got/VBD to/TO do/VB with/IN it/PRP ?/.
ClauseAnaph	Have  you  never  suspected  it? 	Have/VBP you/PRP never/RB suspected/VBD it/PRP ?/.
NomAnaph	Well,  it  is  this:  that  Mr.s.  Cavendish  does  not  care,  and  never  has  cared  one  little  jot  about  Dr  Bauerstein! 	Well/RB ,/, it/PRP is/VBZ this/DT :/: that/DT Mr.s/NNP ./. Cavendish/NN does/VBZ not/RB care/VB ,/, and/CC never/RB has/VBZ cared/VBN one/CD little/JJ jot/NN about/IN Dr/NNP Bauerstein/NNP !/.
ClauseAnaph	I  am  quite  sure  of  it. 	I/PRP am/VBP quite/RB sure/JJ of/IN it/PRP ./.
NomAnaph	He  spread  it  out  on  the  table. 	He/PRP spread/VBD it/PRP out/RP on/IN the/DT table/NN ./.
NomAnaph	It  was  a  medium  sized  sheet  of  paper,  rather  dusty,  as  though  it  had  lain  by  for  some  time. 	It/PRP was/VBD a/DT medium/NN sized/JJ sheet/NN of/IN paper/NN ,/, rather/RB dusty/JJ ,/, as/IN though/IN it/PRP had/VBD lain/VBN by/IN for/IN some/DT time/NN ./.
NomAnaph	At  the  top,  it  bore  the  printed  stamp  of  Messrs. 	At/IN the/DT top/NN ,/, it/PRP bore/VBD the/DT printed/JJ stamp/NN of/IN Messrs/NNP ./.
NomAnaph	Parkson's,  the  well-known  theatrical  costumiers,  and  it  was  addressed  to  ...(the  debatable  initial)  Cavendish,  Esq., 	Parkson/NNP 's/POS ,/, the/DT well-known/JJ theatrical/JJ costumiers/NNS ,/, and/CC it/PRP was/VBD addressed/VBN to/TO .../: (/( the/DT debatable/JJ initial/JJ )/) Cavendish/NNP ,/, Esq./NNP ,/,
NomAnaph	It  might  be  T., 	It/PRP might/MD be/VB T./NNP ,/,
NomAnaph	or  it  might  be  L., 	or/CC it/PRP might/MD be/VB L./NNP ,/,
NomAnaph	It  certainly  isn't  a  J. 	It/PRP certainly/RB is/VBZ n't/RB a/DT J/NNP ./.
NomAnaph	It  is  an  L., 	It/PRP is/VBZ an/DT L./NNP ,/,
NomAnaph	Where  did  it  come  from?  I  asked  curiously. 	Where/WRB did/VBD it/PRP come/VB from/IN ?/. I/PRP asked/VBD curiously/RB ./.
NomAnaph	It  confirms  a  surmise  of  mine. 	It/PRP confirms/VBZ a/DT surmise/NN of/IN mine/NN ./.
NomAnaph	Having  deduced  its  existence,  I  set  Miss  Howard  to  search  for  it,  and,  as  you  see,  she  has  been  successful. 	Having/VBG deduced/VBN its/PRP$ existence/NN ,/, I/PRP set/VBP Miss/NNP Howard/NNP to/TO search/VB for/IN it/PRP ,/, and/CC ,/, as/IN you/PRP see/VBP ,/, she/PRP has/VBZ been/VBN successful/JJ ./.
NomAnaph	She  meant,  replied  Poirot  promptly,  that  she  found  it  on  top  of  a  wardrobe. 	She/PRP meant/VBD ,/, replied/VBD Poirot/NNP promptly/RB ,/, that/IN she/PRP found/VBD it/PRP on/IN top/NN of/IN a/DT wardrobe/NN ./.
NomAnaph	Yes...that  is  to  say,  I  believe  I  know  how  it  was  committed. 	Yes/UH .../: that/WDT is/VBZ to/TO say/VB ,/, I/PRP believe/VBP I/PRP know/VBP how/WRB it/PRP was/VBD committed/VBN ./.
NomAnaph	My  good  Dorcas,  I  have  an  idea...a  little  idea...if  it  should  prove  justified,  what  magnificent  chance! 	My/PRP$ good/JJ Dorcas/NNP ,/, I/PRP have/VBP an/DT idea/NN .../: a/DT little/JJ idea/NN .../: if/IN it/PRP should/MD prove/VB justified/JJ ,/, what/WP magnificent/VBD chance/NN !/.
ClauseAnaph	Yes,  sir,  now  you  mention  it,  it  did;  though  I  don't  know  how  you  came  to  hear  of  it. 	Yes/UH ,/, sir/JJ ,/, now/RB you/PRP mention/VBP it/PRP ,/, it/PRP did/VBD ;/: though/IN I/PRP do/VBP n't/RB know/VB how/WRB you/PRP came/VBD to/TO hear/VB of/IN it/PRP ./.
NomAnaph	The  man  came  and  put  it  right  on  Tuesday  morning. 	The/DT man/NN came/VBD and/CC put/VBD it/PRP right/NN on/IN Tuesday/NNP morning/NN ./.
NomAnaph	Besides,  a  father  confessor  should  be  elderly,  it  is  not  at  all  the  role  for  a  young  man. 	Besides/IN ,/, a/DT father/NN confessor/NN should/MD be/VB elderly/RB ,/, it/PRP is/VBZ not/RB at/IN all/PDT the/DT role/NN for/IN a/DT young/JJ man/NN ./.
ClauseAnaph	It  was  a  splendid  life...I  loved  it. 	It/PRP was/VBD a/DT splendid/JJ life/NN .../: I/PRP loved/VBD it/PRP ./.
ClauseAnaph	You  will  understand  me  when  I  say  that  it  was  a  deadly  life  for  a  girl  brought  up  as  I  had  been. 	You/PRP will/MD understand/VB me/PRP when/WRB I/PRP say/VBP that/IN it/PRP was/VBD a/DT deadly/JJ life/NN for/IN a/DT girl/NN brought/VBD up/RP as/IN I/PRP had/VBD been/VBN ./.
NomAnaph	Our  efforts  having  been  in  vain,  we  had  abandoned  the  matter,  hoping  that  it  might  turn  up  of  itself  one  day. 	Our/PRP$ efforts/NNS having/VBG been/VBN in/IN vain/NN ,/, we/PRP had/VBD abandoned/VBN the/DT matter/NN ,/, hoping/VBG that/IN it/PRP might/MD turn/VB up/RP of/IN itself/PRP one/CD day/NN ./.
NomAnaph	It  is,  as  you  see,  highly  magnified. 	It/PRP is/VBZ ,/, as/IN you/PRP see/VBP ,/, highly/RB magnified/VBN ./.
NomAnaph	But  what  were  Lawrence  Cavendish's  finger-marks  doing  on  it? 	But/CC what/WP were/VBD Lawrence/NNP Cavendish/NNP 's/POS finger-marks/JJ doing/VBG on/IN it/PRP ?/.
NomAnaph	Visitors  were  not  permitted  below  at  that  hour,  so,  in  spite  of  my  many  apologies,  Mademoiselle  Cynthia's  colleague  had  to  go  down  and  fetch  it  for  me. 	Visitors/NNS were/VBD not/RB permitted/VBN below/NN at/IN that/DT hour/NN ,/, so/RB ,/, in/IN spite/NN of/IN my/PRP$ many/JJ apologies/NNS ,/, Mademoiselle/NNP Cynthia/NNP 's/POS colleague/NN had/VBD to/TO go/VB down/RP and/CC fetch/VB it/PRP for/IN me/PRP ./.
NomAnaph	No  doubt  it  has  struck  you  too. 	No/DT doubt/NN it/PRP has/VBZ struck/VBN you/PRP too/RB ./.
NomAnaph	This  is  the  third  time  we  run  up  against  it. 	This/DT is/VBZ the/DT third/JJ time/NN we/PRP run/VBP up/RP against/IN it/PRP ./.
NomAnaph	Officially,  I  have  nothing  to  do  with  it. 	Officially/RB ,/, I/PRP have/VBP nothing/NN to/TO do/VB with/IN it/PRP ./.
ClauseAnaph	I  will  not  go  into  the  details  of  the  police  court  proceedings,  as  it  involves  many  tiresome  repetitions. 	I/PRP will/MD not/RB go/VB into/IN the/DT details/NNS of/IN the/DT police/NN court/NN proceedings/NNS ,/, as/IN it/PRP involves/VBZ many/JJ tiresome/JJ repetitions/NNS ./.
ClauseAnaph	This  having  come  to  his  stepmother's  ears,  she  taxed  him  with  it  on  the  afternoon  before  her  death,  and  a  quarrel  ensued,  part  of  which  was  overheard. 	This/DT having/VBG come/VBN to/TO his/PRP$ stepmother/NN 's/POS ears/NNS ,/, she/PRP taxed/VBD him/PRP with/IN it/PRP on/IN the/DT afternoon/NN before/IN her/PRP$ death/NN ,/, and/CC a/DT quarrel/NN ensued/VBN ,/, part/NN of/IN which/WDT was/VBD overheard/RB ./.
NomAnaph	This  will  was  found  destroyed  in  the  grate  of  her  bedroom  the  following  morning,  but  evidence  had  come  to  light  which  showed  that  it  had  been  drawn  up  in  favour  of  her  husband. 	This/DT will/MD was/VBD found/VBN destroyed/RB in/IN the/DT grate/NN of/IN her/PRP$ bedroom/NN the/DT following/JJ morning/NN ,/, but/CC evidence/NN had/VBD come/VBN to/TO light/NN which/WDT showed/VBD that/IN it/PRP had/VBD been/VBN drawn/VBN up/RP in/IN favour/NN of/IN her/PRP$ husband/NN ./.
NomAnaph	She  was  an  old  lady,  and  might  possibly  have  forgotten  the  former  one;  or...this  seemed  to  him  more  likely...she  may  have  had  an  idea  that  it  was  revoked  by  her  marriage,  as  there  had  been  some  conversation  on  the  subject. 	She/PRP was/VBD an/DT old/JJ lady/NN ,/, and/CC might/MD possibly/RB have/VB forgotten/VBN the/DT former/JJ one/CD ;/: or/CC .../: this/DT seemed/VBD to/TO him/PRP more/RBR likely/JJ .../: she/PRP may/MD have/VB had/VBD an/DT idea/NN that/IN it/PRP was/VBD revoked/VBN by/IN her/PRP$ marriage/NN ,/, as/IN there/EX had/VBD been/VBN some/DT conversation/NN on/IN the/DT subject/NN ./.
NomAnaph	It  may  have  done,  but  Mr.  Lawrence  was  away  from  home  part  of  June. 	It/PRP may/MD have/VB done/VBN ,/, but/CC Mr./NNP Lawrence/NNP was/VBD away/RB from/IN home/NN part/NN of/IN June/NNP ./.
NomAnaph	In  the  event  of  a  parcel  arriving  for  him  whilst  he  was  away,  what  would  be  done  with  it? 	In/IN the/DT event/NN of/IN a/DT parcel/NN arriving/VBG for/IN him/PRP whilst/VBP he/PRP was/VBD away/RB ,/, what/WP would/MD be/VB done/VBN with/IN it/PRP ?/.
NomAnaph	It  would  either  be  put  in  his  room  or  sent  on  after  him. 	It/PRP would/MD either/RB be/VB put/VBN in/IN his/PRP$ room/NN or/CC sent/NN on/IN after/IN him/PRP ./.
NomAnaph	No,  sir,  I  should  leave  it  on  the  hall  table. 	No/DT ,/, sir/NN ,/, I/PRP should/MD leave/VB it/PRP on/IN the/DT hall/NN table/NN ./.
NomAnaph	You  do  not  know  if  it  was  sent  after  Mr.  Lawrence  Cavendish  to  Wales,  or  whether  it  was  put  in  his  room? 	You/PRP do/VBP not/RB know/VB if/IN it/PRP was/VBD sent/VBN after/IN Mr./NNP Lawrence/NNP Cavendish/NNP to/TO Wales/NNP ,/, or/CC whether/IN it/PRP was/VBD put/VBN in/IN his/PRP$ room/NN ?/.
NomAnaph	You  do  not  know  if  it  was  sent  after  Mr.  Lawrence  Cavendish  to  Wales,  or  whether  it  was  put  in  his  room? 	You/PRP do/VBP not/RB know/VB if/IN it/PRP was/VBD sent/VBN after/IN Mr./NNP Lawrence/NNP Cavendish/NNP to/TO Wales/NNP ,/, or/CC whether/IN it/PRP was/VBD put/VBN in/IN his/PRP$ room/NN ?/.
NomAnaph	Don't  think  it  was  sent  after  him. 	Do/VBP n't/RB think/VB it/PRP was/VBD sent/VBN after/IN him/PRP ./.
ClauseAnaph	Should  have  remembered  it  if  it  was. 	Should/MD have/VB remembered/VBN it/PRP if/IN it/PRP was/VBD ./.
NomAnaph	Should  have  remembered  it  if  it  was. 	Should/MD have/VB remembered/VBN it/PRP if/IN it/PRP was/VBD ./.
NomAnaph	Supposing  a  parcel  arrived  addressed  to  Mr.  Lawrence  Cavendish,  and  afterwards  it  disappeared,  should  you  remark  its  absence? 	Supposing/VBG a/DT parcel/NN arrived/VBD addressed/VBN to/TO Mr./NNP Lawrence/NNP Cavendish/NNP ,/, and/CC afterwards/NNS it/PRP disappeared/VBD ,/, should/MD you/PRP remark/VB its/PRP$ absence/NN ?/.
NomAnaph	I  should  think  some  one  had  taken  charge  of  it. 	I/PRP should/MD think/VB some/DT one/CD had/VBD taken/VBN charge/NN of/IN it/PRP ./.
NomAnaph	How  did  you  come  to  look  for  it? 	How/WRB did/VBD you/PRP come/VB to/TO look/VB for/IN it/PRP ?/.
NomAnaph	The  Belgian  detective  who  was  employed  on  the  case  asked  me  to  search  for  it. 	The/DT Belgian/JJ detective/NN who/WP was/VBD employed/VBN on/IN the/DT case/NN asked/VBD me/PRP to/TO search/VB for/IN it/PRP ./.
NomAnaph	Where  did  you  eventually  discover  it? 	Where/WRB did/VBD you/PRP eventually/RB discover/VB it/PRP ?/.
NomAnaph	Did  you  not  find  it  yourself? 	Did/NNP you/PRP not/RB find/VB it/PRP yourself/PRP ?/.
NomAnaph	Then  you  must  know  where  you  found  it? 	Then/RB you/PRP must/MD know/VB where/WRB you/PRP found/VBD it/PRP ?/.
NomAnaph	Yes,  it  was  on  the  prisoner's  wardrobe. 	Yes/UH ,/, it/PRP was/VBD on/IN the/DT prisoner/NN 's/POS wardrobe/NN ./.
NomAnaph	It  was  ordered  by  letter,  and  a  postal  order  was  enclosed. 	It/PRP was/VBD ordered/VBN by/IN letter/NN ,/, and/CC a/DT postal/JJ order/NN was/VBD enclosed/VBN ./.
NomAnaph	And  yet  you  affirm  so  confidently  that  it  came  from  Styles. 	And/CC yet/RB you/PRP affirm/VBP so/RB confidently/RB that/IN it/PRP came/VBD from/IN Styles/NNP ./.
NomAnaph	It  might,  in  fact,  have  been  any  postmark? 	It/PRP might/MD ,/, in/IN fact/NN ,/, have/VBP been/VBN any/DT postmark/NN ?/.
NomAnaph	Elizabeth  Wells,  second  housemaid  at  Styles,  stated  that  after  she  had  gone  to  bed  she  remembered  that  she  had  bolted  the  front  door,  instead  of  leaving  it  on  the  latch  as  Mr.  Inglethorp  had  requested. 	Elizabeth/NNP Wells/NNP ,/, second/JJ housemaid/NN at/IN Styles/NNP ,/, stated/VBD that/IN after/IN she/PRP had/VBD gone/VBN to/TO bed/VB she/PRP remembered/VBD that/IN she/PRP had/VBD bolted/VBN the/DT front/JJ door/NN ,/, instead/RB of/IN leaving/VBG it/PRP on/IN the/DT latch/NN as/IN Mr./NNP Inglethorp/NNP had/VBD requested/VBN ./.
ClauseAnaph	No,  what  he  is  trying  for  is  to  create  such  confusion  in  the  minds  of  the  jury  that  they  are  divided  in  their  opinion  as  to  which  brother  did  it. 	No/DT ,/, what/WP he/PRP is/VBZ trying/VBG for/IN is/VBZ to/TO create/VB such/JJ confusion/NN in/IN the/DT minds/NNS of/IN the/DT jury/NN that/IN they/PRP are/VBP divided/VBN in/IN their/PRP$ opinion/NN as/IN to/TO which/WDT brother/RB did/VBD it/PRP ./.
NomAnaph	It  had  been  found  in  Mr.s.  Inglethorp's  cheque  book,  and  on  being  reversed  at  a  mirror,  showed  clearly  the  words:  . 	It/PRP had/VBD been/VBN found/VBN in/IN Mr.s/NNP ./. Inglethorp/NNP 's/POS cheque/NN book/NN ,/, and/CC on/IN being/VBG reversed/VBN at/IN a/DT mirror/NN ,/, showed/VBD clearly/RB the/DT words/NNS :/: ./.
